Id,SalePrice
1910,119376.88
1911,215728.1
1912,297077.53
1913,148284.08
1914,54380.38
1915,327859.4
1916,63398.58
1917,268382.16
1918,139607.83
1919,157483.3
1920,143255.77
1921,450382.2
1922,329376.1
1923,223284.73
1924,203200.3
1925,212468.55
1926,400758.7
1927,137841.11
1928,166276.25
1929,122113.89
1930,132500.34
1931,138573
1932,126506.69
1933,178271.3
1934,178738.44
1935,178003.72
1936,182780.22
1937,182095.61
1938,180912.19
1939,240723.11
1940,186042.22
1941,169170.22
1942,184029.02
1943,207380.72
1944,330365.25
1945,383916.56
1946,156849.12
1947,316975.62
1948,189538.67
1949,230439.78
1950,177745.62
1951,266667.7
1952,212591.4
1953,166319.67
1954,194757.33
1955,126932.24
1956,251317
1957,153507.34
1958,317080
1959,134002.94
1960,120169.26
1961,116055.516
1962,100824.58
1963,108915.83
1964,106150.87
1965,147648.7
1966,151671.47
1967,285914.4
1968,453590.03
1969,412757.47
1970,459985.94
1971,451121.3
1972,396930.06
1973,274768.56
1974,323772.66
1975,507388.25
1976,266121.78
1977,349631.94
1978,397610.22
1979,338168.34
1980,186404.83
1981,368809.62
1982,228525.47
1983,211636.38
1984,170159.52
1985,220536.9
1986,216922.77
1987,174347.5
1988,174483.14
1989,188903.42
1990,217910.61
1991,242629.61
1992,210694.02
1993,167636.36
1994,244427.38
1995,184861.38
1996,250295.58
1997,327193.2
1998,371108.4
1999,253285.72
2000,305379.34
2001,252282.86
2002,240062.44
2003,245427.05
2004,265874.56
2005,233684.8
2006,224902.12
2007,247202.45
2008,217049.17
2009,190426.77
2010,192947.8
2011,151758.8
2012,177689.42
2013,183406.61
2014,185336.19
2015,200304.69
2016,191288.98
2017,199278.69
2018,123453.484
2019,134973.28
2020,109847.49
2021,110318.4
2022,182973.16
2023,138981.81
2024,237760.44
2025,361903.12
2026,172279.03
2027,150669.61
2028,153737.5
2029,167187.05
2030,280272.06
2031,267044.4
2032,280894.62
2033,283440.7
2034,157584.5
2035,215520.66
2036,194842.81
2037,201760.08
2038,316517.22
2039,222940.8
2040,341244.75
2041,272668.9
2042,198741.94
2043,168155.36
2044,167073.08
2045,204651.88
2046,137745.05
2047,142852.34
2048,136115.1
2049,132384.12
2050,178993.47
2051,107901.18
2052,128856.41
2053,147260.55
2054,85556.27
2055,167126.36
2056,138037.05
2057,121984.66
2058,230425.84
2059,129106.04
2060,173910.61
2061,174878.95
2062,132288.6
2063,110635.2
2064,139063.06
2065,122685.14
2066,176101.23
2067,122337.734
2068,143352.2
2069,87227.72
2070,112822.48
2071,93433.14
2072,110165.695
2073,136978.7
2074,185841.12
2075,148418.03
2076,119088.25
2077,151736.39
2078,129433.875
2079,130144.61
2080,114627
2081,122209.33
2082,116799.68
2083,139135.28
2084,110200.13
2085,121091.195
2086,125514.35
2087,114720.99
2088,101313.58
2089,70640.76
2090,128534.984
2091,122712.18
2092,123366.195
2093,117434.61
2094,132359.03
2095,147844.89
2096,75828.914
2097,91912.484
2098,147315.67
2099,51943.848
2100,93197.22
2101,124400.4
2102,125365.42
2103,93156.3
2104,136364.33
2105,111714.39
2106,65924.79
2107,234735.81
2108,114373.66
2109,114119.6
2110,140429.72
2111,157053.94
2112,136769.73
2113,113463.27
2114,105612.586
2115,163577.97
2116,123096.664
2117,149102.14
2118,125480.79
2119,106156.664
2120,125467.93
2121,103548.45
2122,103190.555
2123,80731.03
2124,171336.03
2125,123303.21
2126,147387.77
2127,165120.77
2128,117985.53
2129,103738.914
2130,137219.62
2131,143866.48
2132,116895.57
2133,123465.24
2134,114936.586
2135,86603.164
2136,74694.11
2137,114855.74
2138,127733.77
2139,153903.44
2140,142846.53
2141,146051.06
2142,133695.73
2143,144867.23
2144,130707.36
2145,137934.11
2146,161168.89
2147,138713.1
2148,130847.945
2149,151834.22
2150,205363.98
2151,126930.49
2152,186452.12
2153,190203.97
2154,111814.32
2155,131690.16
2156,258171.56
2157,227737.83
2158,237439.88
2159,214864.23
2160,174238.47
2161,238721.03
2162,357605.22
2163,324924.3
2164,242329.62
2165,178825.12
2166,147570.19
2167,231253.19
2168,205781.56
2169,197093.55
2170,223573.61
2171,155477.5
2172,137241.97
2173,172210.12
2174,233284.89
2175,293303.22
2176,300159.53
2177,243312
2178,204584.39
2179,139021.58
2180,212354.58
2181,189673.14
2182,224595.72
2183,189871.64
2184,124653.14
2185,124553.36
2186,142674.06
2187,153632.92
2188,159873.83
2189,168190.42
2190,86498.74
2191,88928.57
2192,104165.18
2193,111329.52
2194,107336.64
2195,116297.516
2196,105277.69
2197,116964.164
2198,163675.81
2199,173783.75
2200,136434.33
2201,139287.8
2202,222217.33
2203,139973.62
2204,193164.52
2205,107416.52
2206,146972.08
2207,198447.73
2208,247178.56
2209,220091.64
2210,117701.5
2211,116513.31
2212,112299.62
2213,104850.99
2214,117616.01
2215,105133.68
2216,155486.72
2217,100838.73
2218,63664.176
2219,64042.785
2220,55075.785
2221,330014.2
2222,270746.78
2223,274673.53
2224,211042.25
2225,118304.836
2226,191363.23
2227,193637.27
2228,259384.98
2229,242545.42
2230,160495.39
2231,214808.22
2232,181160.08
2233,173097.8
2234,255798.19
2235,229880.45
2236,278629.94
2237,341819.34
2238,204274.69
2239,122660.77
2240,163323.66
2241,172679.42
2242,127163.164
2243,129107.375
2244,105795.43
2245,109573.59
2246,148432.19
2247,111481.78
2248,126076.445
2249,126958.92
2250,137185.12
2251,118736.03
2252,176380.53
2253,156380.62
2254,180921.25
2255,191595.2
2256,187726.66
2257,201497
2258,169105.02
2259,177552.22
2260,166963.56
2261,185129.02
2262,217561.67
2263,345745.34
2264,454711.53
2265,193617.14
2266,294016.78
2267,389898.03
2268,394533.72
2269,144706.83
2270,190041.19
2271,225718.89
2272,209134.53
2273,162783.22
2274,170389.95
2275,177068.16
2276,186659.62
2277,177493.25
2278,145908.06
2279,130146.555
2280,129045.9
2281,168140.08
2282,184518.1
2283,108369.01
2284,107302.06
2285,150448.34
2286,123840.2
2287,360823.7
2288,287730.44
2289,398562.1
2290,459717.25
2291,333105.94
2292,429133.8
2293,443900.53
2294,457950.88
2295,451076.72
2296,283459.28
2297,311786.25
2298,332527.2
2299,418115.2
2300,338384.03
2301,275661.97
2302,242121.12
2303,245848.31
2304,240855.53
2305,186607.27
2306,183785.69
2307,184807.67
2308,224267.98
2309,285343.78
2310,218120.92
2311,197324.1
2312,181778.8
2313,175866.39
2314,186622.92
2315,179611.34
2316,181805.4
2317,184687.78
2318,179323.7
2319,179288.66
2320,197096.39
2321,245770.44
2322,175121.16
2323,182080.17
2324,166420.86
2325,206101.89
2326,160749.61
2327,216303.98
2328,230296.39
2329,184876.81
2330,177299.48
2331,367346.47
2332,408900.38
2333,323993.16
2334,246626.47
2335,262516.12
2336,340671.94
2337,213181.22
2338,277756.88
2339,222091.31
2340,415454.4
2341,209002.56
2342,239634.61
2343,221064.08
2344,228770.23
2345,235033.38
2346,223915.47
2347,200361.02
2348,234483.83
2349,179506.56
2350,283403.34
2351,248707.36
2352,259493.27
2353,232187.05
2354,141832.12
2355,163063.56
2356,148852.97
2357,197153.98
2358,192367.2
2359,126853.41
2360,113319.08
2361,144798.4
2362,265573.34
2363,141133.3
2364,166912.9
2365,223227.88
2366,202906.67
2367,231224.75
2368,221320.92
2369,224013.33
2370,169679.28
2371,167023.48
2372,185966.77
2373,278138.97
2374,326580.5
2375,253372.47
2376,295299.9
2377,407249.2
2378,135762.22
2379,189686.9
2380,141474.05
2381,157977.27
2382,196843.52
2383,198071.22
2384,233873.73
2385,162752.44
2386,137955.06
2387,138305.17
2388,98657.13
2389,122095.09
2390,144928
2391,143493.2
2392,111890.516
2393,170169.62
2394,144423.66
2395,212617.23
2396,137183.28
2397,216951.55
2398,133008.64
2399,67349.5
2400,57029.78
2401,110090.34
2402,140807.4
2403,133967
2404,153031.73
2405,157590.17
2406,144526.83
2407,128618.79
2408,150484.88
2409,125160.54
2410,167663.1
2411,118397.41
2412,160971.39
2413,133828.67
2414,140394.53
2415,128047.24
2416,127278.99
2417,136740.44
2418,129555.55
2419,117641.875
2420,125757.586
2421,154367.42
2422,118499.98
2423,136228.02
2424,153965.33
2425,196802.1
2426,124644.31
2427,135982.27
2428,185008.22
2429,116760.766
2430,129755.16
2431,113372.95
2432,146983.8
2433,147985.06
2434,135451.7
2435,148104.88
2436,104144.305
2437,106557.97
2438,131258.89
2439,107762.36
2440,119432.54
2441,100114.52
2442,105133.72
2443,115800.055
2444,122701.16
2445,79897.17
2446,119046.625
2447,173952.94
2448,136219.64
2449,109107.88
2450,148827.94
2451,120403.09
2452,220513.02
2453,96618.53
2454,129620.266
2455,125310.01
2456,139882.67
2457,128821.7
2458,122734.58
2459,105635.47
2460,133651.38
2461,114196.27
2462,145294.44
2463,124172.88
2464,175056.25
2465,129845.336
2466,102601.17
2467,142085.86
2468,73718.66
2469,77130.91
2470,179670.25
2471,223250.58
2472,155613.05
2473,120656.96
2474,84784.016
2475,222310.31
2476,118342.14
2477,126976.4
2478,152492.12
2479,105644.84
2480,154615.45
2481,129643.84
2482,127731.71
2483,112473.125
2484,118663.53
2485,122482.48
2486,160145.67
2487,182671.1
2488,159675.1
2489,149947.22
2490,168952.11
2491,95275.984
2492,184793.5
2493,150035.86
2494,150388.89
2495,94368.59
2496,248635.81
2497,150707.83
2498,113666.29
2499,93113.79
2500,135222.17
2501,140936.17
2502,153374.45
2503,97834.84
2504,176400.66
2505,226618.33
2506,251671.06
2507,291139.2
2508,252530.47
2509,212316.5
2510,220878.78
2511,174801.55
2512,205370.28
2513,212765.69
2514,262239.8
2515,151292.64
2516,173709.67
2517,142508.97
2518,159962.75
2519,224473.64
2520,212509.45
2521,189647.14
2522,225636.78
2523,123932
2524,136143.94
2525,148691.55
2526,135220.11
2527,115411.02
2528,133916.64
2529,137561.36
2530,122715.37
2531,255995.62
2532,232982.6
2533,198414.23
2534,222666.45
2535,322875.75
2536,238186.61
2537,233120
2538,183201.19
2539,189340.94
2540,174971.17
2541,177832.67
2542,166561.34
2543,128511.2
2544,131140.42
2545,131325.02
2546,123340.68
2547,141639.95
2548,145617.58
2549,162269.97
2550,258688.17
2551,137044.42
2552,132521.5
2553,76843.68
2554,110321.38
2555,125634.734
2556,104453.48
2557,113174.805
2558,140977.31
2559,138729.97
2560,140348.81
2561,148480.36
2562,128935.37
2563,153868.02
2564,193589.52
2565,149435.19
2566,166335.47
2567,125019.15
2568,201077.73
2569,190708.67
2570,118736.68
2571,191180.56
2572,170660.88
2573,207028.3
2574,238531.1
2575,134049.56
2576,125189.64
2577,151716.4
2578,83263.01
2579,63000.605
2580,129236.805
2581,107998.414
2582,104420.08
2583,264865.47
2584,160112.16
2585,183656.5
2586,220076.8
2587,197483.25
2588,154981.75
2589,149927.88
2590,216374.89
2591,238450.84
2592,219793.98
2593,255226.81
2594,176234.39
2595,206562.02
2596,309181.9
2597,193470.73
2598,270616.9
2599,341791.78
2600,171819.75
2601,152354.67
2602,79867.57
2603,99294.305
2604,92042.695
2605,68687.75
2606,150934.7
2607,177667.2
2608,205891.25
2609,168006.45
2610,117518
2611,144771.28
2612,152284.72
2613,133816.3
2614,130166.164
2615,153816.69
2616,144894.12
2617,185552.28
2618,179618.8
2619,209309.31
2620,186119.88
2621,181216.1
2622,187266.45
2623,254665.61
2624,278153.7
2625,328842.06
2626,163929.58
2627,173997.83
2628,449833
2629,486567.3
2630,376612.7
2631,468925.5
2632,454224.9
2633,326786.62
2634,406259.12
2635,154312.19
2636,183747.12
2637,190049.88
2638,276527.9
2639,194866.75
2640,151136.17
2641,99709.5
2642,196101.86
2643,99051.016
2644,127684.88
2645,110079.27
2646,101102.4
2647,105857.38
2648,146341.1
2649,149985.34
2650,149689.48
2651,145027.48
2652,432112.16
2653,249130.27
2654,255242.61
2655,400255.62
2656,332998
2657,359866.38
2658,293333.5
2659,327813.7
2660,363078.1
2661,379998.03
2662,372307.2
2663,265208.9
2664,272929.66
2665,349977.97
2666,296671.6
2667,172410.05
2668,184959.72
2669,175215.55
2670,306278.06
2671,185792.98
2672,186570.31
2673,215787.19
2674,211192.97
2675,172212.28
2676,184441.12
2677,194354.11
2678,261628.34
2679,275047.94
2680,283670.06
2681,424191.53
2682,355037.25
2683,582681.8
2684,315114.22
2685,360579.56
2686,242114.61
2687,341117.25
2688,223258.11
2689,212932.5
2690,484946.97
2691,188050.19
2692,139826.77
2693,197322.38
2694,146679.42
2695,190792
2696,183856.11
2697,190898.72
2698,188901.53
2699,170858.39
2700,155526.92
2701,151497.7
2702,103349.21
2703,140874.95
2704,137673.25
2705,117066.99
2706,120257.266
2707,124183.85
2708,136135.61
2709,115356.15
2710,130078.66
2711,264631.6
2712,378726.5
2713,166468.14
2714,151265.39
2715,166508.19
2716,154034.12
2717,181528.4
2718,229874.33
2719,156130.84
2720,176416.39
2721,138901.25
2722,161037.55
2723,150063.03
2724,128309.49
2725,138265.42
2726,148658.67
2727,175998.95
2728,170300.52
2729,151504.94
2730,142362.75
2731,132779.98
2732,123254.71
2733,157574.3
2734,146256.03
2735,136270.31
2736,130398
2737,123391
2738,129014.18
2739,161443.1
2740,138985.11
2741,144604.28
2742,148136.47
2743,153014.9
2744,158354.3
2745,144358.97
2746,145725.33
2747,148286.3
2748,123017.27
2749,127276.43
2750,139391.94
2751,140611.52
2752,183787.3
2753,156821.31
2754,218559.36
2755,121105.98
2756,99345.45
2757,71623.68
2758,88883.36
2759,155044.28
2760,123386.78
2761,145573.61
2762,144549.86
2763,182095.4
2764,160791
2765,278173.7
2766,138366.92
2767,86211.09
2768,130733.266
2769,130758.164
2770,152097.38
2771,111317.82
2772,118791.414
2773,149560.84
2774,137679.7
2775,128203.73
2776,139106.94
2777,154042.25
2778,123759.336
2779,119337.484
2780,99048.82
2781,97746.555
2782,89798.516
2783,100330.055
2784,123263.945
2785,119827.26
2786,77407.62
2787,124237.61
2788,75872.34
2789,190051.77
2790,88490.6
2791,110564.67
2792,60227.26
2793,189432.73
2794,107829.695
2795,116687.3
2796,111345.52
2797,195028.19
2798,108640.83
2799,101799.05
2800,60268.895
2801,110734.36
2802,136583.05
2803,161283.6
2804,141595.39
2805,101538.81
2806,78496.11
2807,163854.69
2808,157965.19
2809,134286.47
2810,136464.12
2811,172107.89
2812,145590.16
2813,167103.11
2814,153764.7
2815,99389.45
2816,229846.33
2817,158203.64
2818,127628.33
2819,170811.56
2820,138763.48
2821,110872.01
2822,189150.86
2823,284893.22
2824,179959.7
2825,178367.19
2826,134379.64
2827,136559.58
2828,218270.92
2829,202870.2
2830,229942.69
2831,183187.97
2832,242292.42
2833,291860.62
2834,211108.16
2835,206656.9
2836,189701.4
2837,158923.11
2838,156105.25
2839,183739.97
2840,201757.89
2841,207238.55
2842,224995.03
2843,148194.73
2844,151339.33
2845,123833.89
2846,214298.56
2847,200761.27
2848,222368.88
2849,210507.56
2850,299001.6
2851,225353.67
2852,250429.78
2853,241618.69
2854,138554.84
2855,209372.19
2856,204015.78
2857,186888.44
2858,207206.64
2859,136736.05
2860,122552.914
2861,129693.62
2862,192875.84
2863,130383.94
2864,254348.75
2865,139861.39
2866,138864.95
2867,96328.17
2868,93978.45
2869,103096
2870,138145.67
2871,91946.37
2872,48797.574
2873,103437.52
2874,136685.11
2875,116487.16
2876,165447.08
2877,138785.83
2878,169329.48
2879,137529.17
2880,99898.79
2881,150044.48
2882,175644.8
2883,182553.77
2884,190484.98
2885,187235.34
2886,228158.89
2887,97222.12
2888,130920.02
2889,46548.527
2890,83858.5
2891,130972.12
2892,48406.99
2893,89722.37
2894,59053.434
2895,320133.38
2896,289102.44
2897,201146.78
2898,149774.86
2899,222476.19
2900,160770.44
2901,208124.05
2902,191649.89
2903,349148.62
2904,370780.16
2905,93666.305
2906,206917.4
2907,111721.34
2908,135604.88
2909,148643.23
2910,83578.53
2911,79143.984
2912,146685.38
2913,81202.73
2914,72962.01
2915,78490.38
2916,79711.086
2917,170478.81
2918,121973.91
2919,233564.78
